City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Bara,NG,10.3744,10.7288,85.96,36,72,5.12,broken clouds
472,Alice Springs,AU,-23.7,133.8833,73.99,41,50,5.91,scattered clouds
473,Planaltina,BR,-15.4528,-47.6142,69.8,83,40,10.36,scattered clouds
474,Sena Madureira,BR,-9.0656,-68.6569,74.91,75,56,2.98,broken clouds
475,Den Helder,NL,52.9599,4.7593,46.0,93,90,3.44,overcast clouds
476,Jequie,BR,-13.8575,-40.0836,69.6,97,71,5.68,broken clouds
477,Hunchun,CN,42.8675,130.3581,44.28,68,89,3.09,overcast clouds
478,Shahr-E Babak,IR,30.1165,55.1186,58.15,57,100,2.86,overcast clouds
479,Aklavik,CA,68.2191,-135.0107,35.6,60,20,6.91,few clouds
480,Comodoro Rivadavia,AR,-45.8667,-67.5,66.2,59,0,1.14,clear sky
481,Port Macquarie,AU,-31.4333,152.9167,64.99,83,40,1.99,scattered clouds
482,Northam,GB,51.0333,-4.2167,37.0,78,47,6.73,scattered clouds
483,Dosso,NE,13.049,3.1937,92.35,17,6,6.55,clear sky
484,Tuatapere,NZ,-46.1333,167.6833,50.0,85,95,4.0,overcast clouds
485,Abalak,RU,58.1286,68.5944,34.47,62,25,11.3,scattered clouds
486,Santa Rosa,PH,14.3122,121.1114,84.0,69,75,2.3,broken clouds
487,Lata,PT,40.1629,-8.3327,55.99,87,3,5.01,clear sky
488,Alibag,IN,18.6411,72.8792,84.2,84,20,5.75,haze
489,Shingu,JP,33.7333,135.9833,66.2,55,75,9.22,broken clouds
490,Sidi Ali,DZ,36.0998,0.4206,57.69,83,100,13.09,overcast clouds
491,Kamuli,UG,0.9472,33.1197,62.83,98,100,3.18,light rain
492,Santa Cruz,BO,-17.8,-63.1667,73.4,35,0,4.5,clear sky
493,Pokhara,NP,28.2333,83.9833,71.82,34,89,5.14,overcast clouds
494,Libertad,PH,8.9442,125.5019,76.28,86,52,4.38,broken clouds
495,Baker City,US,44.7749,-117.8344,73.99,25,1,12.66,clear sky
496,Mansa,IN,29.9833,75.3833,82.6,28,86,4.45,overcast clouds
497,Cotacachi,EC,0.3,-78.2667,59.0,82,75,3.04,light rain
498,Cairns,AU,-16.9167,145.7667,78.01,69,75,12.66,broken clouds
499,Masuguru,TZ,-11.3667,38.4167,71.31,98,81,2.24,broken clouds
500,High Level,CA,58.5169,-117.136,59.0,33,75,9.22,broken clouds
501,Shimoda,JP,34.6667,138.95,64.0,61,17,3.0,few clouds
502,Henties Bay,NA,-22.116,14.2845,55.99,90,0,1.99,clear sky
503,Gaoua,BF,10.2992,-3.2508,86.4,46,75,6.98,broken clouds
504,Anadyr,RU,64.75,177.4833,17.6,79,90,2.24,light snow
505,Bitung,ID,1.4451,125.1824,78.8,94,20,0.31,few clouds
506,Urumqi,CN,43.801,87.6005,75.2,15,0,13.42,clear sky
507,Chapaevsk,RU,52.9813,49.7112,48.2,49,0,13.42,clear sky
508,The Valley,AI,18.217,-63.0578,79.0,73,20,8.05,few clouds
509,Bubaque,GW,11.2833,-15.8333,78.66,70,39,16.82,scattered clouds
510,Shawnee,US,39.05,-95.7669,81.0,24,1,11.5,clear sky
511,Tyrma,RU,50.0833,132.1667,44.1,64,87,1.48,overcast clouds
512,Mae Ramat,TH,16.984,98.5166,73.02,96,99,0.6,overcast clouds
513,Norman Wells,CA,65.282,-126.8329,46.4,36,20,11.5,few clouds
514,Yichun,CN,47.7,128.9,47.71,53,93,6.29,overcast clouds
515,La Tuque,CA,47.4334,-72.7824,57.2,54,100,1.14,overcast clouds
516,Wewak,PG,-3.5534,143.6268,81.72,79,95,5.93,overcast clouds
517,Minab,IR,27.1467,57.0801,75.2,69,75,6.91,broken clouds
518,Lahaina,US,20.8783,-156.6825,80.6,65,75,14.97,broken clouds
519,Nyurba,RU,63.2842,118.3319,34.93,90,100,5.68,overcast clouds
520,Katastarion,GR,37.8333,20.7667,69.01,77,0,8.32,clear sky
521,Ransang,PH,8.9603,117.5828,79.41,76,51,3.51,broken clouds
522,Grand Gaube,MU,-20.0064,57.6608,78.01,81,33,8.01,scattered clouds
523,Contepec,MX,20.0167,-100.1167,86.0,21,75,10.36,broken clouds
524,Jalu,LY,29.0331,21.5482,85.05,12,0,11.34,clear sky
525,Carutapera,BR,-1.195,-46.02,74.95,91,98,4.81,overcast clouds
526,Luang Prabang,LA,19.8856,102.1347,71.6,97,74,0.85,broken clouds
527,Ruda Slaska,PL,50.2584,18.8563,48.0,79,66,7.36,broken clouds
528,Husavik,IS,66.0449,-17.3389,32.0,93,90,9.22,light snow
529,Arlit,NE,18.7369,7.3853,88.05,5,0,8.81,clear sky
530,Laguna,US,38.421,-121.4238,87.01,20,1,9.22,clear sky
531,Lubumbashi,CD,-11.6609,27.4794,63.01,97,95,3.09,moderate rain
532,Blagoyevo,RU,63.3667,47.9167,34.52,97,100,6.67,light snow
533,Alta Floresta,BR,-9.8756,-56.0861,72.63,93,87,2.44,overcast clouds
534,San Miguel,SV,13.4833,-88.1833,87.8,66,20,5.75,few clouds
535,Flin Flon,CA,54.7682,-101.865,44.6,53,75,10.36,broken clouds
536,Pervomayskiy,RU,53.2485,40.2871,54.0,67,100,16.46,overcast clouds
537,Sabang,ID,5.8933,95.3214,82.13,76,94,7.14,overcast clouds
538,Evensk,RU,61.95,159.2333,33.46,83,47,7.99,scattered clouds
539,Ngawi,ID,-7.4038,111.4461,74.32,93,97,3.6,overcast clouds
540,Le Havre,FR,49.4938,0.1077,41.0,87,1,4.61,clear sky
541,Asyut,EG,27.181,31.1837,77.0,29,0,11.5,clear sky
542,Harper,LR,4.375,-7.7169,80.76,77,99,4.41,overcast clouds
543,Kjollefjord,NO,70.9457,27.3465,33.12,65,100,22.53,overcast clouds
544,Bull Savanna,JM,17.8868,-77.5902,77.2,75,33,8.77,scattered clouds
545,Hamada,JP,34.8833,132.0833,54.0,15,100,3.0,overcast clouds
546,Teknaf,BD,20.8624,92.3058,76.28,88,7,2.1,clear sky
547,Avera,US,33.194,-82.5271,75.2,35,1,12.66,clear sky
548,Batagay,RU,67.6333,134.6333,31.64,94,99,0.94,overcast clouds
549,Grindavik,IS,63.8424,-22.4338,33.8,75,20,20.71,few clouds
550,Middlebury,US,44.0153,-73.1673,46.0,81,90,14.97,moderate rain
551,Grand-Santi,GF,4.25,-54.3833,72.5,98,96,3.51,overcast clouds
552,Luino,IT,46.0019,8.7451,55.0,100,75,1.14,broken clouds
553,Quatre Cocos,MU,-20.2078,57.7625,78.01,83,40,11.5,scattered clouds
554,Balabag,PH,11.97,121.9192,81.7,75,77,10.36,broken clouds
555,Broken Hill,AU,-31.95,141.4333,60.8,51,100,9.22,overcast clouds
556,Kaihua,CN,23.3687,104.28,62.31,95,99,3.0,overcast clouds
557,Warri,NG,5.5167,5.75,78.13,89,74,3.78,broken clouds
558,Mitu,CO,1.1983,-70.1733,72.03,98,74,2.93,broken clouds
559,Montepuez,MZ,-13.1256,38.9997,67.55,98,31,2.8,scattered clouds
560,Znamenskoye,RU,57.1281,73.8282,36.55,70,80,10.42,broken clouds
561,Port Hedland,AU,-20.3167,118.5667,73.4,68,2,9.22,clear sky
562,Cabanas,CU,22.9758,-82.9219,84.0,78,75,5.75,broken clouds
563,Palana,RU,59.1167,159.9667,29.19,93,71,7.0,broken clouds
564,Amahai,ID,-3.3333,128.9167,81.5,74,98,1.21,overcast clouds
565,Goundam,ML,16.4145,-3.6708,84.27,42,86,18.21,overcast clouds
566,Klyuchi,RU,52.2667,79.1667,45.68,48,100,8.08,overcast clouds
567,Haines Junction,CA,60.7522,-137.5108,46.4,42,96,14.97,overcast clouds
568,Kapit,MY,2.0167,112.9333,73.2,99,100,2.06,overcast clouds
569,Progreso,MX,21.2833,-89.6667,93.0,49,75,8.05,broken clouds
570,Addis Abeba,ET,9.025,38.7469,59.0,77,75,4.61,light rain
571,Anloga,GH,5.7947,0.8973,84.2,79,20,8.05,few clouds
572,Novominskaya,RU,46.3163,38.9586,51.37,94,63,7.11,broken clouds
573,Channel-Port Aux Basques,CA,47.5702,-59.1367,37.87,95,100,35.86,overcast clouds
574,Shubarkuduk,KZ,49.1447,56.4872,47.61,52,6,8.93,clear sky
575,Ust-Ilimsk,RU,58.0006,102.6619,34.79,92,94,5.59,overcast clouds
576,Dubti,ET,11.7361,41.0853,79.23,70,71,1.74,broken clouds
577,Aswan,EG,24.0934,32.907,86.49,15,0,6.02,clear sky
578,Kahului,US,20.8947,-156.47,80.6,78,40,24.16,light rain
579,Bedele,ET,8.456,36.353,56.28,91,100,2.33,light rain
580,Guymon,US,36.6828,-101.4816,78.8,15,1,13.8,clear sky
581,Ambon,ID,-3.6954,128.1814,82.83,74,77,4.25,broken clouds
582,Talas,TR,38.6908,35.5538,48.2,87,0,3.44,clear sky
583,Sun Valley,US,39.5963,-119.776,82.99,9,75,17.27,broken clouds
584,Meadow Lake,US,34.8014,-106.5436,75.99,17,20,6.91,few clouds
585,Belaya Gora,RU,68.5333,146.4167,25.34,84,100,10.33,overcast clouds
586,Morros,BR,-9.4467,-46.3003,79.57,57,80,3.24,broken clouds
587,Healesville,AU,-37.65,145.5167,60.01,62,10,3.11,clear sky
588,Sai Buri,TH,6.7013,101.6168,76.89,88,99,3.69,light rain
589,Praia,CV,14.9215,-23.5087,71.6,83,20,13.8,few clouds
590,Jvari,GE,42.7169,42.052,50.0,93,61,3.44,broken clouds
591,Arman,RU,59.7,150.1667,35.44,73,100,0.29,overcast clouds
592,Turba,EE,59.0831,24.225,37.99,95,6,1.01,clear sky
593,Buala,SB,-8.145,159.5921,82.33,74,100,5.97,light rain
594,Shangrao,CN,28.4532,117.9686,68.9,72,39,1.95,scattered clouds
595,Odesskoye,RU,54.2111,72.9651,42.08,58,35,15.5,scattered clouds
596,Letterkenny,IE,54.95,-7.7333,34.0,88,6,1.54,clear sky
597,Rosarito,MX,32.3333,-117.0333,86.0,78,20,12.66,few clouds
598,Lasa,IT,46.6166,10.7002,51.01,87,40,6.91,scattered clouds
599,Karratha,AU,-20.7377,116.8463,80.65,40,4,6.6,clear sky
600,Bedesa,ET,8.9,40.7833,61.25,84,87,1.23,overcast clouds
601,Juneau,US,58.3019,-134.4197,44.6,81,90,13.8,moderate rain
602,Cap Malheureux,MU,-19.9842,57.6142,78.01,81,35,8.01,scattered clouds
603,Zeya,RU,53.75,127.2667,38.77,51,100,2.48,overcast clouds
604,Chiguayante,CL,-36.9167,-73.0167,59.0,82,90,13.8,overcast clouds
605,Shihezi,CN,44.3,86.0333,71.4,14,0,7.78,clear sky
606,Zyryanka,RU,65.75,150.85,34.5,86,100,3.85,overcast clouds
607,Valeni,RO,46.5928,28.0625,55.13,81,43,3.38,scattered clouds
608,Singkang,MY,2.1006,102.7994,75.2,94,20,2.19,few clouds
609,Honiara,SB,-9.4333,159.95,83.91,66,100,4.94,overcast clouds
610,Eenhana,NA,-17.4667,16.3333,65.3,67,68,2.62,broken clouds
611,Zabol,AF,32.25,67.25,62.2,47,69,9.93,broken clouds
612,Pochutla,MX,15.7432,-96.4661,86.0,70,90,13.8,overcast clouds
613,Constantine,DZ,36.365,6.6147,68.0,56,75,14.97,broken clouds
614,Gat,IL,31.61,34.7642,66.99,59,0,3.44,clear sky
615,Saint-Francois,FR,46.4154,3.9054,46.4,87,90,4.61,overcast clouds
616,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.87,88,33,1.14,scattered clouds
617,San Carlos,VE,9.6612,-68.5827,75.92,80,96,1.32,overcast clouds
618,Nampula,MZ,-15.1165,39.2666,73.4,94,75,6.91,broken clouds
619,Aksarayskiy,RU,46.7924,48.0119,59.0,55,0,13.42,clear sky
620,Ahuimanu,US,21.4447,-157.8378,82.4,65,90,12.66,overcast clouds
621,Timbo,BR,-26.8233,-49.2717,63.0,89,0,0.45,clear sky
622,Sawang Daen Din,TH,17.4753,103.4575,77.0,99,93,3.71,overcast clouds
623,Fairlie,GB,55.756,-4.8556,44.01,82,96,7.56,overcast clouds
624,Kokkola,FI,63.8385,23.1307,30.2,86,75,5.75,light snow
625,Trelleborg,SE,55.3751,13.1569,41.0,100,0,2.3,clear sky
626,Manpur,IN,22.4333,75.6167,82.74,32,99,4.54,overcast clouds
627,Shwebo,MM,22.5667,95.7,78.62,71,11,1.79,few clouds
628,Riachao Das Neves,BR,-11.7461,-44.91,76.15,64,96,1.63,overcast clouds
629,Sorong,ID,-0.8833,131.25,79.11,84,100,4.92,overcast clouds
630,Mackay,AU,-21.15,149.2,73.0,88,29,11.5,scattered clouds
631,Ban Nahin,LA,18.2418,104.2122,73.49,86,67,2.17,broken clouds
632,Jasper,US,37.2001,-94.3502,79.0,34,1,5.75,clear sky
633,Puerto Baquerizo Moreno,EC,-0.9,-89.6,80.6,78,20,10.36,few clouds
634,Zaoyang,CN,32.1272,112.7542,60.06,57,0,2.28,clear sky
635,Hearst,CA,49.6835,-83.6665,42.8,33,54,5.75,broken clouds
636,Mazara Del Vallo,IT,37.6641,12.588,71.01,73,0,9.22,clear sky
637,Dehui,CN,44.5333,125.7,33.8,93,24,2.24,few clouds
638,Buenos Aires,AR,-34.6132,-58.3772,68.0,77,0,10.36,clear sky
639,Trat,TH,12.5,102.5,79.0,99,72,1.03,broken clouds
640,Taoudenni,ML,22.6783,-3.9836,76.55,56,94,19.39,overcast clouds
641,Gaoual,GN,11.75,-13.2,88.23,33,32,4.94,scattered clouds
642,Kieta,PG,-6.2167,155.6333,83.3,74,63,4.29,light rain
643,Vila Velha,BR,-20.3297,-40.2925,77.0,73,0,10.36,clear sky
644,Whitehorse,CA,60.7161,-135.0538,50.0,32,75,11.5,broken clouds
645,Sola,VU,-13.8833,167.55,79.68,78,49,17.67,scattered clouds
646,Singojuruh,ID,-8.3167,114.2333,71.69,85,66,2.95,broken clouds
647,Christchurch,NZ,-43.5333,172.6333,55.99,76,75,6.91,broken clouds
648,Ishigaki,JP,24.3448,124.1572,71.6,100,75,4.61,broken clouds
649,Benguela,AO,-12.5763,13.4055,78.12,84,64,0.6,broken clouds
650,Sechura,PE,-5.5569,-80.8222,77.05,60,61,15.37,broken clouds
651,Coracao De Jesus,BR,-16.6853,-44.365,69.8,68,0,5.75,clear sky
652,Andenes,NO,69.3143,16.1194,30.2,64,75,10.36,light snow
653,Barreirinha,BR,-2.7933,-57.07,77.0,83,93,0.31,heavy intensity rain
654,Egvekinot,RU,66.3167,-179.1667,20.7,89,100,1.81,light snow
655,Knysna,ZA,-34.0363,23.0471,51.8,93,0,3.44,clear sky
656,Solnechnyy,RU,50.7214,136.6319,34.81,73,99,8.68,overcast clouds
657,Bowen,AU,-20.0167,148.2333,69.8,83,90,8.05,overcast clouds
658,Aquidauana,BR,-20.4711,-55.7872,74.08,36,2,3.47,clear sky
659,Camacha,PT,33.0833,-16.3333,60.8,67,40,10.36,scattered clouds
660,Poum,NC,-20.2333,164.0167,75.69,68,72,8.9,broken clouds
661,Pierre,US,44.3683,-100.351,82.0,29,1,13.8,clear sky
662,Hobyo,SO,5.3505,48.5268,83.66,68,27,8.75,scattered clouds
663,Marsaxlokk,MT,35.8419,14.5431,66.99,94,0,1.14,clear sky
664,Gayny,RU,60.3071,54.3241,36.68,96,100,12.71,overcast clouds
665,Tautira,PF,-17.7333,-149.15,86.0,70,75,3.44,broken clouds
666,Tias,ES,28.9611,-13.645,64.4,63,20,8.05,few clouds
667,Natal,BR,-5.795,-35.2094,78.8,83,40,4.61,scattered clouds
668,Canton,CN,23.1167,113.25,78.01,88,97,2.24,overcast clouds
669,Saint-Pierre,RE,-21.3393,55.4781,75.2,78,0,3.44,clear sky
670,Alyangula,AU,-13.8483,136.4192,73.4,100,1,10.04,clear sky
671,Doha,QA,25.2867,51.5333,80.6,61,0,4.61,clear sky
672,Masuda,JP,34.6667,131.85,55.4,67,75,3.44,broken clouds
673,Mumford,GH,5.2618,-0.759,82.85,78,100,7.29,overcast clouds
674,Neuquen,AR,-38.9516,-68.0591,55.4,82,0,2.3,clear sky
675,Lewistown,US,40.5992,-77.5714,52.0,53,20,19.57,few clouds
676,Sheridan,US,44.8333,-106.9173,81.0,27,1,11.5,clear sky
677,Rangoon,MM,16.8053,96.1561,78.8,94,28,3.11,scattered clouds
678,Spirit River,CA,55.7833,-118.8361,63.0,29,14,26.46,few clouds
679,Palmer,US,42.1584,-72.3287,57.2,47,75,28.77,broken clouds
680,Mujiayingzi,CN,42.1167,118.7833,40.68,53,97,8.32,overcast clouds
681,Abu Samrah,SY,35.3029,37.1841,68.4,32,0,6.06,clear sky
682,Pirgos,GR,35.1167,25.7178,77.0,60,20,9.22,few clouds
683,Bosaso,SO,11.2842,49.1816,83.93,68,70,2.33,broken clouds
684,Nantucket,US,41.2835,-70.0995,55.4,67,1,19.57,clear sky
685,Nirasaki,JP,35.7,138.45,60.01,64,13,2.55,few clouds
686,Margate,GB,51.3813,1.3862,44.01,81,21,3.27,few clouds
687,Touros,BR,-5.1989,-35.4608,75.2,94,40,3.44,scattered clouds
688,La Romana,DO,18.4273,-68.9728,78.8,89,40,6.91,scattered clouds
689,Laela,TZ,-8.5667,32.05,60.58,91,82,1.23,light rain
690,Meulaboh,ID,4.1363,96.1285,76.33,88,68,3.24,broken clouds
691,Cabras,IT,39.93,8.5314,61.0,92,100,3.0,overcast clouds
692,Singaraja,ID,-8.112,115.0882,78.75,72,66,3.02,broken clouds
693,Moron,AR,-34.6534,-58.6198,68.0,68,0,4.61,clear sky
694,Cordoba,AR,-31.4135,-64.1811,64.0,63,0,10.36,clear sky
695,Tilichiki,RU,60.4667,166.1,28.06,82,32,8.99,scattered clouds
696,Batticaloa,LK,7.7102,81.6924,79.23,83,66,6.38,broken clouds
697,Listvyanskiy,RU,54.4399,83.4984,41.0,57,100,3.0,overcast clouds
698,Socorro,US,31.6546,-106.3033,69.8,32,75,8.05,broken clouds
699,Hirara,JP,24.8,125.2833,75.2,94,75,8.05,broken clouds
700,Nome,US,64.5011,-165.4064,26.01,68,90,10.36,overcast clouds
701,Lumberton,US,34.6182,-79.0086,78.8,29,1,10.36,clear sky
702,Agadez,NE,19.75,10.25,84.92,6,0,5.84,clear sky
703,Revelstoke,CA,50.9832,-118.2023,60.8,63,90,23.02,overcast clouds
704,Tabuk,PH,17.4189,121.4443,77.13,83,45,3.04,scattered clouds
705,Otjimbingwe,NA,-22.35,16.1333,66.74,21,0,3.6,clear sky
706,Rantepao,ID,-2.9701,119.8978,67.01,92,57,2.1,broken clouds
707,Trinidad,BO,-14.8333,-64.9,78.8,53,1,3.44,clear sky
